NAME,ONLINE_ORDER,RESERVATION_STATUS,LOCATION,REST_TYPE,CUISINES,APPROX_COST(FOR TWO PEOPLE)
HumBiryani,Yes,No,BTM,Delivery,BiryaniNorthIndian,600.0
GaneshRestaurant,Yes,No,Koramangala5thBlock,QuickBites,ChineseStreetFood,300.0
ParathaSinghPakoraKing,Yes,No,Koramangala6thBlock,QuickBites,RajasthaniNorthIndianStreetFood,300.0
EshmeetDaDhaba,Yes,No,Koramangala6thBlock,CasualDining,NorthIndianChinese,500.0
MoolehattiDonneBiryaniMane,Yes,No,HSR,QuickBites,BiryaniChineseNorthIndianKebab,400.0
JuiceShop,Yes,No,BTM,TakeawayDelivery,JuicesBeveragesIceCream,150.0
HowrahBridge,Yes,No,HSR,CasualDining,BengaliSeafood,600.0
GheePositive,Yes,No,Koramangala8thBlock,QuickBites,NorthIndianChinese,300.0
Sarvam,Yes,No,HSR,CasualDining,SouthIndianChettinadChineseNorthIndianAndhraSeafood,550.0
TheMonalisaRestaurant,Yes,No,Koramangala5thBlock,QuickBites,Chinese,300.0
Basmati'sBriyaniNation,Yes,No,HSR,TakeawayDelivery,BiryaniFastFood,350.0
TibetanMother'sKitchen,Yes,No,Koramangala7thBlock,CasualDining,TibetanChineseMomos,500.0
PecosHideout,No,Yes,BTM,Bar,FingerFood,1100.0
Hanoi-VietnameseCuisine,Yes,Yes,Koramangala4thBlock,CasualDining,Vietnamese,1000.0
RoyalParis,Yes,No,BTM,CasualDining,NorthIndianArabianChinese,1000.0
What'sinaPita,Yes,No,Koramangala1stBlock,Delivery,MediterraneanMiddleEasternWrapsRolls,400.0
Tarbouche,Yes,No,Koramangala5thBlock,Kiosk,TurkishRolls,300.0
FujianExpress,Yes,No,HSR,QuickBites,ChineseThaiAmericanMomos,200.0
DesiFlavours,Yes,No,Koramangala1stBlock,QuickBites,NorthIndianChineseBiryani,400.0
SwaadamVeg,Yes,No,BTM,CasualDining,SouthIndianChinese,300.0
MustardFoodCourt,Yes,No,Koramangala3rdBlock,CasualDining,NorthIndianChinese,500.0
PatialaHouse,Yes,No,Koramangala7thBlock,TakeawayDelivery,NorthIndianRollsChineseBiryani,300.0
OnceUponAFlame,Yes,No,HSR,CasualDining,SteakContinentalBurgerBBQ,1200.0
SkinzOotyChocolate,Yes,No,Koramangala8thBlock,DessertParlor,Desserts,200.0
KarahiKitchen,Yes,No,Koramangala5thBlock,Delivery,AndhraBiryaniChinese,300.0
Nagas,Yes,No,HSR,QuickBites,AndhraHyderabadiNorthIndian,300.0
StonedMonkey,Yes,No,Koramangala6thBlock,DessertParlor,DessertsIceCream,500.0
NiluKiRasoi,Yes,No,BTM,QuickBites,NorthIndianChinese,250.0
NewKababZone,Yes,No,BannerghattaRoad,QuickBites,NorthIndianFastFood,500.0
BarbequeDelight,Yes,No,Koramangala5thBlock,CasualDining,ArabianKeralaNorthIndianChineseBBQ,800.0
FritzHaber,Yes,No,HSR,DessertParlor,IceCreamDesserts,450.0
ChickenCorner,Yes,No,BTM,QuickBites,BiryaniNorthIndianFastFoodChinese,400.0
Bangaliana,Yes,No,Koramangala7thBlock,CasualDining,Bengali,600.0
RollaRappa,Yes,No,HSR,Delivery,BiryaniFastFoodRollsMomos,400.0
StillSipping,Yes,Yes,HSR,Cafe,CafeContinentalCoffee,800.0
TawaGharKa,Yes,No,HSR,QuickBites,NorthIndian,350.0
UdaySweets,Yes,No,Koramangala5thBlock,SweetShop,MithaiFastFood,250.0
DFusion,Yes,No,Bommanahalli,QuickBites,FastFoodChinese,400.0
MitranDaJunction,Yes,No,Koramangala6thBlock,QuickBites,NorthIndian,600.0
B2DIndoriDhaba,No,No,BTM,QuickBites,NorthIndian,100.0
FreshiesGourmetSalads,Yes,No,HSR,TakeawayDelivery,SaladHealthyFood,350.0
BansuriSweets,No,No,BTM,QuickBites,StreetFoodNorthIndian,200.0
Gramin,Yes,No,Koramangala7thBlock,CasualDining,NorthIndian,600.0
TenzinKitchen,Yes,No,Koramangala7thBlock,QuickBites,TibetanChineseMomos,450.0
RaichurBiryaniHouse,Yes,No,HSR,QuickBites,BiryaniNorthIndianChinese,400.0
LazizPizza,Yes,No,Koramangala7thBlock,QuickBites,FastFoodBurgerPizza,400.0
AlHayath,No,No,BTM,QuickBites,NorthIndianChinese,200.0
KhajaPoint,No,No,BTM,QuickBites,NorthIndianChineseBiryani,300.0
Kumarakom,Yes,Yes,HSR,CasualDining,KeralaSeafoodSouthIndianNorthIndianChinese,600.0
DinePost9,Yes,No,Koramangala1stBlock,Delivery,NorthIndianSouthIndianChineseContinental,450.0
WAFLCo,Yes,No,Koramangala5thBlock,DessertParlor,DessertsBeverages,400.0
OhMyBiryani,Yes,No,HSR,TakeawayDelivery,BiryaniNorthIndian,550.0
Kinpeetos,Yes,No,Koramangala5thBlock,QuickBites,LebaneseGreek,300.0
Pipabu,Yes,No,Koramangala4thBlock,CasualDining,ContinentalItalianChinese,750.0
ChunLi,Yes,No,Koramangala6thBlock,QuickBites,Chinese,300.0
NutriFit,Yes,No,HSR,TakeawayDelivery,HealthyFood,300.0
CurryLeaves,Yes,No,Jayanagar,CasualDining,AndhraNorthIndianChinese,600.0
AbhiruchiHotel,Yes,No,Bommanahalli,CasualDining,NorthIndianSouthIndianChinese,500.0
OlivesRestaurant,Yes,No,HSR,QuickBites,SouthIndianChineseNorthIndian,400.0
BabaChatkora,Yes,No,Koramangala6thBlock,CasualDining,NorthIndian,1000.0
TheRasoiyaStreet,Yes,Yes,HSR,CasualDining,NorthIndianContinentalMediterraneanChinese,800.0
Sector7CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Yes,No,HSR,Cafe,CafeContinentalPizzaSalad,700.0
Smise,Yes,Yes,Koramangala4thBlock,Cafe,CafeContinentalItalianBurgerPizza,650.0
EatNPack,No,No,BTM,QuickBites,Kerala,150.0
IlyazsabTheHouseOfChicken,Yes,No,BTM,QuickBites,RollsKebab,250.0
TallBlondeFrench,Yes,No,Koramangala5thBlock,QuickBites,FastFood,400.0
TheParamountHotel,Yes,No,Koramangala5thBlock,CasualDining,NorthIndianSeafoodBiryaniKerala,1000.0
TheLittiCompany,Yes,No,Koramangala4thBlock,TakeawayDelivery,Bihari,400.0
RafeesBiryani,Yes,No,Koramangala5thBlock,TakeawayDelivery,BiryaniNorthIndianDesserts,600.0
MeenuOotaDaMaane,Yes,Yes,Koramangala5thBlock,CasualDining,SeafoodMangaloreanChinese,800.0
FNPCakesNMore,Yes,No,Koramangala5thBlock,Delivery,Bakery,700.0
HabibiFalafel,Yes,No,Koramangala1stBlock,QuickBites,LebaneseMiddleEastern,300.0
BTMGharkaKhana,No,No,BTM,QuickBites,NorthIndian,200.0
RollsOnWheels,No,No,BTM,QuickBites,FastFoodRollsMomos,200.0
BelgianWaffleFactory,Yes,No,Koramangala5thBlock,DessertParlor,Desserts,400.0
NasiAndMee,Yes,Yes,Koramangala4thBlock,CasualDining,MalaysianThaiSingaporeanAsianChineseMomos,1000.0
NutBerry,Yes,No,HSR,DessertParlorBeverageShop,BeveragesDessertsFastFood,150.0
DarshanParadiseRestaurant,Yes,No,BTM,QuickBites,NorthIndianChinese,250.0
AamiBangali,Yes,No,Koramangala5thBlock,CasualDining,Bengali,700.0
Dalma,Yes,No,Koramangala6thBlock,CasualDining,Oriya,600.0
Mid-NightCrunch,Yes,No,HSR,TakeawayDelivery,NorthIndianChinese,400.0
RotiCurry,Yes,No,HSR,QuickBites,StreetFoodNorthIndian,300.0
MakeItRoll,Yes,No,HSR,QuickBites,RollsSaladSandwich,400.0
Roots,Yes,Yes,Koramangala1stBlock,CasualDiningBar,NorthIndianSouthIndianChineseContinentalMangalorean,1200.0
Bamey'sRestroCafe,Yes,No,Koramangala5thBlock,CasualDining,ChineseSingaporeanThaiAsianNepaleseMomos,600.0
Shaap,Yes,No,Koramangala5thBlock,CasualDining,KeralaSeafood,500.0
OyeMithai,Yes,No,Koramangala1stBlock,SweetShop,Mithai,200.0
PotatoBae,Yes,No,Koramangala5thBlock,QuickBites,FastFood,500.0
FreshBakes,Yes,No,Koramangala1stBlock,TakeawayDelivery,BakeryDesserts,350.0
Meal&Biryani,Yes,No,Bommanahalli,QuickBites,AndhraSouthIndian,450.0
Fitnest,Yes,No,BTM,Delivery,HealthyFoodNorthIndian,350.0
SonarBangala,Yes,No,Koramangala5thBlock,QuickBites,BengaliNorthIndian,500.0
CochinConnection,Yes,No,Koramangala6thBlock,FoodCourt,KeralaSouthIndian,500.0
Krem,Yes,No,Koramangala5thBlock,DessertParlor,DessertsIceCreamBeveragesSandwich,450.0
Samaikya,Yes,Yes,HSR,CasualDining,AndhraSeafoodBiryani,900.0
ZangosGrill,Yes,No,Koramangala1stBlock,Delivery,BBQFastFood,300.0
FriendsChatsAdda,No,No,BTM,QuickBites,FastFoodSandwichBeverages,200.0
AmjadBhai'sStarHotel-HomeFoodOnly,No,No,BTM,QuickBites,NorthIndianSouthIndian,300.0
PastaStreet,Yes,Yes,Koramangala4thBlock,CasualDining,ItalianPizzaSalad,1300.0
HellooDelhi,Yes,Yes,Koramangala4thBlock,CasualDining,NorthIndian,1000.0
SufraRestaurant,Yes,Yes,HSR,CasualDining,NorthIndianChinese,800.0
MadOverBiryani,Yes,No,JPNagar,TakeawayDelivery,NorthIndianBiryani,600.0
ChaiStreet,Yes,No,Koramangala5thBlock,BeverageShop,Beverages,150.0
OyeAmritsar,Yes,Yes,JPNagar,CasualDining,NorthIndian,600.0
BisimillahBiriyani,No,No,BTM,QuickBites,BiryaniFastFood,300.0
Feastaurant,Yes,No,HSR,CasualDining,BengaliChinese,800.0
CafeThulp,Yes,No,Koramangala1stBlock,Cafe,CafeBurgerItalianSalad,1000.0
Grillopia,Yes,No,BTM,QuickBites,ItalianAmericanFastFoodWrapsRollsSalad,1000.0
TheSmokeCo.,Yes,Yes,Koramangala6thBlock,CasualDining,AmericanEuropean,2500.0
Rashtrakutas,Yes,Yes,HSR,CasualDining,SouthIndianBiryaniNorthIndian,800.0
HungerHitman,Yes,No,Koramangala,Delivery,NorthIndianChinese,300.0
Snow'ora,Yes,Yes,Koramangala4thBlock,QuickBites,DessertsIceCreamBeverages,450.0
NewFriends,Yes,No,BTM,CasualDining,NorthIndianContinentalChineseSteak,900.0
BigFatBrownie,Yes,No,HSR,TakeawayDelivery,BakerySandwich,400.0
SkyJuiceCorner,Yes,No,Koramangala5thBlock,BeverageShop,Juices,100.0
Lazeez,Yes,No,Koramangala5thBlock,CasualDining,NorthIndianMughlaiBiryani,600.0
AalishanRestaurant&Caterer,Yes,No,Koramangala7thBlock,CasualDining,NorthIndianMughlai,650.0
Reddy'sParadise,Yes,No,HSR,CasualDining,Andhra,700.0
HotelFoodLands,Yes,No,Koramangala7thBlock,CasualDining,SeafoodMangalorean,700.0
PeaceRestaurant,Yes,No,Koramangala5thBlock,CasualDining,ChineseTibetan,500.0
BlackKitchen,Yes,No,Koramangala6thBlock,CasualDining,KeralaSouthIndian,400.0
AvonBar&Kitchen,No,No,BTM,CasualDining,AndhraChineseNorthIndian,700.0
ChinaPearl,Yes,Yes,Koramangala6thBlock,CasualDining,Chinese,1100.0
Anupam'sCoastIICoast,Yes,No,Koramangala6thBlock,CasualDining,SeafoodMangaloreanNorthIndianChinese,700.0
CheesyJuicyBurgers,Yes,No,HSR,QuickBites,BurgerSandwichBeverages,500.0
YumKitchen,Yes,No,HSR,Delivery,NorthIndianChinese,600.0
Pazzo,Yes,No,HSR,CasualDining,AmericanModernIndianItalianSouthIndian,700.0
What'sInAName,Yes,Yes,Koramangala5thBlock,Pub,FingerFoodAsianEuropeanItalian,1200.0
Dragon'sKitchen,Yes,No,HSR,CasualDining,Chinese,500.0
TundayKababi,Yes,No,Koramangala5thBlock,CasualDining,NorthIndianKebab,500.0
AnvarBhai's,Yes,No,BTM,QuickBites,NorthIndian,250.0
BiryaniFoodies,Yes,No,Koramangala5thBlock,QuickBites,BiryaniMughlai,500.0
AzimmoTreat,Yes,No,HSR,CasualDining,NorthIndianChinese,700.0
Maria'sGoanKitchen,Yes,No,Koramangala7thBlock,CasualDining,GoanChineseBiryani,750.0
DhabaBytes,Yes,No,HSR,CasualDining,NorthIndian,650.0
Noon's,Yes,No,HSR,QuickBites,Biryani,300.0
ReadyBowl,Yes,No,BTM,Delivery,AndhraSouthIndianNorthIndianBiryani,400.0
TheWaffleStreet,Yes,No,HSR,QuickBitesDessertParlor,ContinentalBeveragesBurgerCoffeeDesserts,300.0
PizzaCart,Yes,No,HSR,QuickBites,Pizza,800.0
ChinaBowl,Yes,No,Koramangala6thBlock,CasualDining,Chinese,1000.0
GrillsAndTandoor,Yes,Yes,Koramangala5thBlock,CasualDining,NorthIndianChinese,900.0
SmokeyTribeRestaurant,Yes,No,Koramangala7thBlock,CasualDining,NorthEasternChinese,650.0
MKDabbawala,Yes,No,Koramangala4thBlock,Delivery,NorthIndian,400.0
Harry'sBar+Cafe,Yes,Yes,Koramangala7thBlock,CasualDiningBar,AsianAmericanMexican,1400.0
HotelReddyBhavan,Yes,No,HSR,QuickBites,BiryaniNorthIndianChineseAndhra,300.0
IndusFamilyRestaurant,Yes,No,BTM,CasualDining,NorthIndianBiryani,600.0
TastyNoodle,Yes,No,HSR,QuickBites,ChineseSeafood,400.0
BrooksandBondsBrewery,Yes,Yes,Koramangala5thBlock,CasualDiningMicrobrewery,ContinentalMediterraneanNorthIndianChineseFingerFood,1600.0
Narmadha'sHyderabadBiriyani,No,No,BTM,CasualDining,BiryaniNorthIndianAndhra,550.0
NewShanthiSagar,No,No,BTM,TakeawayDelivery,SouthIndianNorthIndianChineseStreetFood,300.0
TheMarash,Yes,No,Koramangala5thBlock,DessertParlor,TurkishDesserts,250.0
GodsOwnCafe,Yes,No,Koramangala7thBlock,QuickBites,SouthIndianKeralaSeafood,300.0
TimTai,Yes,Yes,Koramangala5thBlock,CasualDining,ChineseThaiAsianMalaysianVietnameseSriLankanBurmese,1400.0
Tiwari'sGheeParathaAndChaats,Yes,No,BTM,QuickBites,NorthIndianStreetFood,200.0
GarageFoodCompany,Yes,No,HSR,QuickBites,ChineseMomos,300.0
EatNDrink,No,No,BTM,QuickBites,FastFood,250.0
MalabarTreat,Yes,No,Koramangala1stBlock,QuickBites,NorthIndianArabianSouthIndianChinese,500.0
MalabarXpress,Yes,No,Koramangala5thBlock,QuickBites,SouthIndianKerala,300.0
FillNChillRestoBar&Pub,Yes,Yes,Koramangala4thBlock,Bar,FingerFoodNorthIndianChinese,1200.0
TheArabianNights,Yes,No,BTM,TakeawayDelivery,ArabianNorthIndianChinese,300.0
Shift,Yes,Yes,HSR,LoungeCasualDining,FingerFoodContinentalNorthIndian,1500.0
PrawnCrunch,Yes,No,BTM,QuickBites,FastFoodSeafood,400.0
StopNJoy,No,No,BTM,QuickBites,StreetFoodBeverages,150.0
MiniAdiga's,No,No,BTM,QuickBites,SouthIndianNorthIndianChineseStreetFoodJuices,250.0
KababjiCafe,Yes,No,HSR,QuickBites,ArabianMiddleEasternRollsBiryaniCharcoalChicken,300.0
SnakkThat,Yes,No,HSR,QuickBitesBeverageShop,BurgerBeveragesFastFood,250.0
SwathiMaharaja,Yes,Yes,Koramangala4thBlock,CasualDining,AndhraNorthIndianChineseBiryani,750.0
SaiMangoTree,Yes,No,BTM,CasualDining,BiryaniHyderabadiChinese,500.0
ViaMilano,Yes,Yes,Koramangala4thBlock,CasualDining,SaladItalianDessertsPizza,1500.0
AmburDumBiryani,No,No,BTM,QuickBites,Biryani,200.0
Dr.Shawarma,Yes,No,HSR,QuickBites,NorthIndianRollsStreetFood,200.0
Mimansa@Foxtrot,Yes,Yes,Koramangala3rdBlock,Cafe,Cafe,1000.0
Biriyaniz,Yes,No,HSR,TakeawayDelivery,BiryaniNorthIndianChineseAndhra,400.0
OldtownDilli,Yes,Yes,Koramangala4thBlock,CasualDining,MughlaiNorthIndianTurkishAfghan,750.0
HotelSmile,Yes,No,Jayanagar,CasualDining,NorthIndianChinese,550.0
TajDarbar,Yes,No,Koramangala5thBlock,CasualDining,BiryaniMughlaiChinese,600.0
FavaBistro,Yes,Yes,Koramangala5thBlock,CasualDiningBar,MediterraneanPizzaItalianBeverages,1500.0
MidnightRestro,Yes,No,BTM,Delivery,NorthIndianFastFood,500.0
KingsKitchen,Yes,No,Koramangala1stBlock,Delivery,BiryaniNorthIndian,500.0
NewAndhraSpice,Yes,No,BTM,CasualDining,Andhra,600.0
Amaravati,No,No,BTM,QuickBites,NorthIndianChinese,400.0
MoreThanChocolates,No,No,BTM,Bakery,Bakery,200.0
TandoorHut,Yes,No,Koramangala5thBlock,CasualDining,NorthIndianMughlaiChineseRolls,700.0
OmSaiBabaMess,Yes,No,HSR,Mess,SouthIndian,250.0
CrunchyNights,Yes,No,BTM,Delivery,NorthIndianChineseContinental,350.0
ElmasRestaurant,Yes,No,Koramangala7thBlock,CasualDining,NorthIndianKeralaChineseBiryaniSeafoodSouthIndian,650.0
TheSandwichClub,Yes,No,HSR,QuickBites,FastFood,250.0
CrawlStreet,Yes,Yes,Koramangala5thBlock,Bar,ContinentalFingerFoodNorthIndianChinese,1200.0
VintageShack,Yes,Yes,HSR,CasualDiningLounge,NorthIndianContinental,900.0
SupremeBiryani,Yes,No,Koramangala,Delivery,Biryani,400.0
Zingron,Yes,No,Koramangala7thBlock,CasualDining,ChineseNaga,750.0
Magnolia,Yes,Yes,Koramangala3rdBlock,CasualDining,ChineseThaiAsian,900.0
TheKitchen,Yes,No,Koramangala1stBlock,QuickBites,NorthIndian,300.0
BharatKitchen,Yes,No,Koramangala1stBlock,QuickBites,BengaliChineseContinentalMughlaiNorthIndianOriya,300.0
Tandoori,Yes,No,Koramangala5thBlock,QuickBites,NorthIndianRolls,300.0
Kargeens,Yes,No,Koramangala6thBlock,Cafe,CafeContinentalItalian,600.0
TomagoRoast,Yes,No,BTM,QuickBites,FastFoodBeverages,400.0
ChamparanSpice,No,No,BTM,QuickBites,NorthIndian,400.0
FrenchBakery,No,No,BTM,Delivery,DessertsBakeryBeverages,250.0
Drunkling-SizzlersandPub,Yes,Yes,Koramangala5thBlock,CasualDiningBar,ChineseContinentalNorthIndianBurgerPizzaSeafood,1000.0
BengaliFunFoods,Yes,Yes,BTM,CasualDining,BengaliNorthIndian,600.0
Goodness!Beverages,Yes,No,Koramangala,Delivery,Beverages,250.0
KhanSaabHotel,Yes,No,Bommanahalli,QuickBites,NorthIndianBiryaniChinese,300.0
A.MNewPunjabFoodCorner,Yes,No,Koramangala1stBlock,QuickBites,NorthIndianChinese,350.0
BisimillahBiriyani's&Kebab's,No,No,BTM,QuickBites,BiryaniFastFood,300.0
SSHotDhumBriyaniPoint,No,No,BTM,QuickBites,NorthIndianChineseSouthIndian,200.0
SamosaKing,No,No,BTM,QuickBites,StreetFood,200.0
TheCheesecakeCorner,No,No,BTM,TakeawayDelivery,Desserts,400.0
MidNightHunting,Yes,No,Ejipura,TakeawayDelivery,FastFoodItalian,300.0
Carrots,Yes,Yes,Koramangala6thBlock,CasualDining,ItalianNorthIndianHealthyFoodDesserts,1100.0
Swad'E'Punjab,Yes,No,HSR,CasualDining,NorthIndianChineseMughlai,500.0
Rolls&Co,Yes,No,Koramangala6thBlock,QuickBites,BurgerBeveragesRolls,400.0
Fogg,No,Yes,BTM,QuickBites,FastFoodChinese,200.0
SunnyCafe&Kitchen,Yes,Yes,HSR,CafeCasualDining,CafeContinentalBeveragesDesserts,700.0
ATodayThickShakes,Yes,No,Koramangala5thBlock,BeverageShop,Beverages,200.0
WokAndRolls,Yes,No,Koramangala1stBlock,QuickBites,ChineseThai,300.0
AsgardianMoreoverChai,No,No,BTM,QuickBites,FastFoodRollsJuices,300.0
SoberTurtle,No,No,Koramangala4thBlock,QuickBites,StreetFoodSandwichBeverages,250.0
ClassicBiryaniHut,Yes,No,HSR,QuickBites,BiryaniFastFood,300.0
Khan'sBiryani,Yes,No,BTM,QuickBites,BiryaniNorthIndian,300.0
KhajaMilitaryHotel,Yes,No,HSR,QuickBites,BiryaniFastFoodSouthIndian,400.0
AbhiruchiMoonlight,Yes,No,Bommanahalli,TakeawayDelivery,NorthIndian,300.0
DhabaExpress,Yes,No,HSR,TakeawayDelivery,BiryaniFastFoodNorthIndianChinese,400.0
TOKITacoHouse,Yes,No,Koramangala6thBlock,QuickBites,Mexican,200.0
HotelVedha,No,No,BTM,QuickBites,SouthIndianNorthIndian,200.0
MultiKitchen,No,No,BTM,QuickBites,NorthIndianChinese,300.0
Comboeats,Yes,No,HSR,TakeawayDelivery,ChineseContinentalSeafoodNorthIndian,550.0
SalkaraArabianDelight&Bakes,Yes,No,Koramangala1stBlock,QuickBites,ArabianBiryaniBeveragesRolls,300.0
SipNBite,Yes,No,Bommanahalli,QuickBites,FastFoodNorthIndianSouthIndianChinese,300.0
TiffinBox,Yes,No,BTM,TakeawayDelivery,NorthIndian,200.0
CandyCake,No,No,BTM,Bakery,Bakery,500.0
Whooppeezz,No,No,BTM,CasualDining,ItalianPizza,500.0
HungryLee,No,No,BTM,QuickBites,ChineseThaiAsian,500.0
SouthSideGrill,Yes,No,HSR,CasualDining,MughlaiNorthIndianAndhra,600.0
Cinnamon,Yes,No,HSR,CasualDining,NorthIndianChineseBiryani,550.0
KolakataBiryaniCafe,No,No,BTM,QuickBites,ChineseNorthIndianBiryaniRolls,400.0
AmmayiThakkaram,No,No,BTM,QuickBites,KeralaSouthIndian,400.0
SriVenkateswaraAndraMess,No,No,BTM,QuickBites,SouthIndian,120.0
YaduvanshiHotel,No,No,BTM,QuickBites,BihariChinese,300.0
HoligeMane,No,No,BTM,QuickBites,SouthIndian,150.0
TheLassiBar,No,No,BTM,BeverageShop,BeveragesJuices,300.0
SinghPunjabiDhaba,No,No,BTM,QuickBites,NorthIndianChinese,400.0
Pabrai'sFreshandNaturelleIcecreams,No,No,BTM,DessertParlor,IceCreamDesserts,300.0
Al-Madina,No,No,BTM,TakeawayDelivery,NorthIndianChinese,500.0
BanjaraMeltingPot,Yes,Yes,Koramangala4thBlock,CasualDining,NorthIndianChineseSeafood,1700.0
HomelyCurries&Pickles,Yes,No,BTM,QuickBites,BiryaniAndhra,300.0
KopperKadai,Yes,Yes,Koramangala5thBlock,CasualDining,NorthIndianChinese,1200.0
LateNight,No,No,BTM,Delivery,NorthIndianChinese,500.0
PunjabiDaawat,No,No,BTM,QuickBites,NorthIndian,550.0
Borah'sKitchen,Yes,No,BTM,QuickBites,NorthIndianChinese,250.0
MomoJojo,Yes,No,BTM,QuickBites,ChineseTibetanMomos,300.0
KevinsKitchen,Yes,No,Koramangala6thBlock,QuickBites,NorthIndianChineseBiryani,400.0
Yeti,No,No,BTM,QuickBitesDessertParlor,FastFoodDessertsIceCream,300.0
TheBiryaniStory,No,No,BTM,CasualDining,BiryaniNorthIndianChineseMughlai,600.0
TastyMagic,Yes,No,BTM,CasualDining,ChineseNorthIndian,600.0
SpoorthiIceCream,No,No,BTM,DessertParlor,DessertsIceCream,150.0
MarutiGarden,No,No,BTM,CasualDining,NorthIndianKerala,450.0
SofiyaCakes,No,No,BTM,Bakery,BakeryDesserts,300.0
Oveanly,No,No,BTM,Delivery,Bakery,200.0
CoffeeTime,No,No,BTM,TakeawayDelivery,SandwichJuicesBurger,150.0
SreeFoodParadise,No,No,BTM,QuickBites,NorthIndianBiryani,150.0
AyushReddyTiffins&FastFoodCenter,No,No,BTM,QuickBites,SouthIndianFastFoodChinese,300.0
RKFastFood,No,No,BTM,QuickBites,SouthIndianChinese,300.0
HungryMates,No,No,BTM,QuickBites,NorthIndian,300.0
ParadiseFoodCourt,No,No,BTM,QuickBites,NorthIndianChinese,400.0
BlendsJuiceCafe,No,No,BTM,QuickBites,BeveragesDesserts,200.0
Foodiction,No,No,BTM,QuickBites,NorthIndianFastFoodBurger,500.0
ShawarmaCorner,No,No,BTM,QuickBites,Arabian,100.0
RoyalDineFamilyRestaurant,No,No,BTM,QuickBites,KeralaNorthIndianChineseHyderabadiArabian,400.0
ChaiMakhan,No,No,BTM,QuickBites,NorthIndianChineseSouthIndian,300.0
NammsCafe,No,No,BTM,TakeawayDelivery,NorthIndianChinese,300.0
ZedCafe,No,No,BTM,QuickBites,KeralaSouthIndianDesserts,350.0
RGSAmburbriyani,No,No,BTM,QuickBites,BiryaniKebab,300.0
DeliciousMom'sKitchen,No,No,BTM,QuickBites,BengaliNorthIndian,200.0
Marahaba,Yes,No,Koramangala6thBlock,QuickBites,ArabianMediterranean,400.0
InvitationBar&Restaurant,No,No,BTM,Bar,NorthIndian,1000.0
ChettinadFoodHouse,No,No,BTM,QuickBites,SouthIndianChettinadNorthIndian,300.0
RPSweets,No,No,BTM,SweetShop,Mithai,300.0
KaakaTCafe,No,No,BTM,QuickBites,FastFood,400.0
Melt,No,No,BTM,CasualDining,ContinentalSteakFastFood,1000.0
FoodJunction,No,No,BTM,QuickBites,NorthIndianChineseStreetFoodBiryani,400.0
Chefie,Yes,No,Koramangala1stBlock,QuickBites,ContinentalFastFoodItalianNorthIndian,200.0
NewGrandRestaurant,Yes,No,BTM,CasualDining,NorthIndianSouthIndianBiryani,500.0
DurbarGreensFamilyRestaurant,Yes,No,HosurRoad,CasualDining,NorthIndianChineseSouthIndian,700.0
HyderabadiBiryaniFlames,Yes,No,BTM,TakeawayDelivery,BiryaniAndhra,300.0
HotelOrchid,No,No,BTM,CasualDining,NorthIndianSouthIndianChineseKerala,500.0
NeerDosaFishLand,No,No,BTM,CasualDining,SeafoodMangalorean,600.0
ShaahiMezbaanRestaurant,No,No,BTM,QuickBites,NorthIndian,350.0
DashIn,No,No,BTM,CasualDining,NorthIndianChineseKerala,600.0
Bruncherz,No,No,BTM,QuickBites,NorthIndianChinese,200.0
SnaxupRestaurant,No,No,BTM,QuickBites,NorthIndianFastFoodBeverages,300.0
HungerBuds,No,No,BTM,QuickBites,NorthIndian,250.0
Tandoor-De-Naal,No,No,BTM,TakeawayDelivery,FastFood,200.0
TummyDelight,No,No,BTM,QuickBites,NorthIndian,400.0
AmaravatiGrand,No,No,BTM,CasualDining,ChineseAndhraMangalorean,550.0
NewFarmFresh,No,No,BTM,QuickBites,ItalianPizza,650.0
Pothichor,No,No,BTM,QuickBites,Kerala,250.0
HyderabadiBiryaniCorner,No,No,BTM,QuickBites,HyderabadiNorthIndianChinese,350.0
AmruthaMess,No,No,BTM,QuickBites,Kerala,300.0
TheFrenchLoaf,No,No,BTM,QuickBites,BakeryDessertsSandwich,400.0
BhaijaanBarbeques,Yes,No,Koramangala7thBlock,QuickBites,MughlaiArabianBBQ,200.0
EntropyCafe,Yes,No,Koramangala6thBlock,Cafe,CafeChinesePizzaNorthIndianBurger,600.0
MomoHut,Yes,No,Koramangala5thBlock,QuickBites,ChineseTibetanMomos,250.0
7Plates,Yes,No,Koramangala5thBlock,CasualDining,MughlaiFastFood,750.0
HyderabadBiriyaniHouse,No,No,BTM,QuickBites,Biryani,400.0
Bewiched,Yes,No,HSR,QuickBites,FastFoodSandwichBurger,300.0
DaawatRestaurantBar&Pub,Yes,No,Koramangala7thBlock,BarCasualDining,FingerFoodNorthIndianSeafoodMangaloreanChinese,700.0
BelgYum,Yes,No,Koramangala7thBlock,DessertParlor,Desserts,400.0
DineinRestaurant,No,No,BTM,QuickBites,SouthIndianNorthIndianChinese,500.0
SriSharanaBasaveshwaraKhanavali,No,No,BTM,QuickBites,SouthIndian,200.0
KomboKing,No,No,BTM,Delivery,NorthIndianSouthIndian,300.0
TopFoamParanthaRoll&JuiceCentre,No,No,BTM,QuickBites,NorthIndianChineseFastFoodRolls,300.0
AmburAzadDarbar,No,No,BTM,QuickBites,NorthIndianFastFoodBiryani,250.0
