NAME,ONLINE_ORDER,RESERVATION_STATUS,LOCATION,REST_TYPE,CUISINES,APPROX_COST(FOR TWO PEOPLE)
CafeMadhura,Yes,No,HSR,QuickBites,SouthIndian,200.0
7StarBiryani,Yes,No,Koramangala6thBlock,,Biryani,250.0
TheRasaganga,Yes,No,HSR,QuickBites,SouthIndianNorthIndianChineseStreetFood,300.0
HSRAgarvalBhavan,Yes,No,HSR,CasualDining,SouthIndianStreetFoodFastFoodDessertsBeverages,400.0
ThePancakeStory,Yes,No,Koramangala1stBlock,DessertParlor,DessertsBeverages,300.0
TheVillageHotel,Yes,No,HSR,QuickBites,Kerala,450.0
SamosaSingh,Yes,No,HSR,Delivery,StreetFoodFastFoodRollsDesserts,200.0
VeganHeat,Yes,No,Koramangala1stBlock,TakeawayDelivery,HealthyFoodSalad,650.0
RBFoodPoint,Yes,No,BTM,QuickBites,NorthIndianChinese,300.0
KetoKitchen,Yes,No,Koramangala7thBlock,QuickBites,HealthyFoodPizzaItalianSouthIndianNorthIndian,500.0
Zee5Loft,Yes,No,Koramangala6thBlock,Cafe,CafeNorthIndianPizzaSandwichSalad,500.0
DwarakaKrishna,Yes,No,BTM,TakeawayDelivery,NorthIndianBiryaniChinese,500.0
DesiChopstick,Yes,No,HSR,QuickBites,NorthIndian,400.0
AdyarAnandaBhavan-Sweets,Yes,No,BTM,TakeawayDelivery,MithaiDesserts,200.0
DeliteChaatHouse,Yes,No,Koramangala6thBlock,QuickBites,StreetFoodGujarati,300.0
ReFreshJuiceJunction,Yes,No,Koramangala1stBlock,BeverageShopQuickBites,JuicesFastFood,200.0
DabaDelights,Yes,No,Koramangala4thBlock,Delivery,NorthIndianMughlai,400.0
DindigulTimePassRestaurant,Yes,No,HSR,CasualDining,SouthIndianNorthIndianChineseBiryani,700.0
BostonBarista-KappayumCurriyum,Yes,No,BTM,QuickBites,Kerala,350.0
Occasions,Yes,No,Koramangala4thBlock,Bakery,BakeryDesserts,400.0
Seasons,No,No,BannerghattaRoad,CasualDining,NorthIndianSouthIndianChineseSeafoodKeralaArabianJuices,
TibetanKitchen,Yes,No,Koramangala5thBlock,QuickBites,TibetanChineseContinentalMomos,600.0
TheEggFactory,Yes,No,HSR,CasualDining,ContinentalAmerican,750.0
Kairali,Yes,No,BTM,QuickBites,KeralaSouthIndianSeafoodBiryani,300.0
PolarBear,Yes,No,JPNagar,DessertParlor,IceCreamDessertsBeveragesSandwich,400.0
Healthie,Yes,No,Koramangala7thBlock,Delivery,HealthyFoodBeverages,600.0
Smoke-A-Pot,Yes,No,Koramangala5thBlock,TakeawayDelivery,BiryaniKebabRolls,500.0
TapriByTheCorner,Yes,No,Koramangala5thBlock,QuickBites,FastFood,250.0
LassiShop,Yes,No,BTM,BeverageShop,BeveragesIceCream,200.0
AndaKaFunda,Yes,No,BTM,QuickBites,NorthIndianChineseRolls,250.0
AwesomeFoods,Yes,No,BTM,QuickBites,ChineseNorthIndian,300.0
MasaleDaan,Yes,No,HSR,TakeawayDelivery,NorthIndian,350.0
TheMylaporeCafe,Yes,No,HSR,QuickBites,SouthIndianKerala,200.0
Tetto,Yes,No,Koramangala1stBlock,CasualDiningBar,Continental,1200.0
BiteMeCupcakes,Yes,No,Koramangala4thBlock,DessertParlor,Desserts,300.0
TaazaMithai,Yes,No,JPNagar,SweetShop,MithaiStreetFood,100.0
NewPunjabiPureVegRestaurant,Yes,No,HSR,QuickBites,NorthIndian,300.0
ThalisOfIndia,Yes,No,Koramangala7thBlock,Delivery,SouthIndianNorthIndianBeverages,500.0
MakersofMilkshakes,Yes,No,Koramangala5thBlock,BeverageShop,Beverages,400.0
Mirch,Yes,No,HSR,QuickBites,NorthIndianBiryani,400.0
PappuChaiwalla,Yes,No,BTM,QuickBites,NorthIndianMomosRollsFastFood,350.0
PublicKhana,Yes,No,BTM,QuickBites,SouthIndianNorthIndian,200.0
YumYumDilli,Yes,No,Koramangala7thBlock,Delivery,NorthIndian,500.0
ElSalver,Yes,Yes,BTM,CasualDining,BiryaniChineseContinentalNorthIndianKeralaSouthIndian,700.0
GKTBiryaniWorld,Yes,No,HSR,QuickBites,BiryaniItalianBBQ,350.0
BeerAdda,Yes,Yes,Koramangala5thBlock,CasualDiningPub,NorthIndianChinesePizza,1000.0
TheMilkshakeTheory,Yes,No,Koramangala5thBlock,BeverageShop,BeveragesFastFood,400.0
AM'sCafeRecreate,Yes,No,BTM,TakeawayDelivery,ChineseNorthIndian,250.0
Chowpatty,Yes,No,Koramangala1stBlock,QuickBites,NorthIndianFastFoodStreetFood,300.0
Yo!Thali,Yes,No,HSR,QuickBites,NorthIndianSouthIndianChinese,400.0
KoramangalaSocial,Yes,No,Koramangala7thBlock,Lounge,AmericanNorthIndianChineseFingerFood,1500.0
1000B.C,Yes,No,Koramangala5thBlock,QuickBites,ArabianSandwichRollsBurger,300.0
MinMiniPunjabiDhaba,Yes,No,Koramangala7thBlock,QuickBites,NorthIndian,400.0
ChefDelicacies,Yes,No,BTM,TakeawayDelivery,KebabRolls,400.0
BearfootCafe,Yes,No,Koramangala6thBlock,Cafe,Cafe,600.0
1722UrbanBistro,Yes,Yes,Koramangala5thBlock,CasualDining,NorthIndianChineseFastFoodBiryani,600.0
ChefGenie,Yes,No,HSR,Delivery,BiryaniFastFood,500.0
SouthTiffins,Yes,No,HSR,QuickBites,SouthIndian,150.0
TheHouseOfParatha,Yes,No,Koramangala5thBlock,QuickBites,NorthIndian,200.0
DavanagereBenneDose,Yes,No,HSR,QuickBites,SouthIndian,150.0
TasteOfMalabar,Yes,No,BTM,QuickBites,SouthIndianKeralaChinese,350.0
Friend'sCafe,Yes,No,Koramangala7thBlock,QuickBites,FastFoodAmericanChinese,600.0
BangaloreCafe,Yes,No,HSR,QuickBites,SouthIndianFastFood,400.0
NandanamFamilyRestaurant,Yes,No,BTM,QuickBites,KeralaChineseSouthIndian,350.0
Kuttanadu,Yes,No,HSR,CasualDining,KeralaChineseSeafoodNorthIndian,700.0
WaffleMagic,Yes,No,Koramangala6thBlock,Cafe,CafeDesserts,700.0
Desipun,Yes,Yes,Koramangala5thBlock,CasualDining,NorthIndian,500.0
Omleterian,Yes,No,BTM,QuickBites,AmericanContinental,200.0
DilliinaBox,Yes,No,Koramangala7thBlock,TakeawayDelivery,FastFoodNorthIndian,400.0
IndoreEatRestaurant,No,No,Koramangala6thBlock,QuickBites,StreetFoodSouthIndian,100.0
BombaySandwichCompany,Yes,No,Koramangala7thBlock,Delivery,SandwichBeverages,400.0
CafeAlchemist,Yes,No,BTM,QuickBites,FastFoodJuices,300.0
SriKrishnaKitchen,Yes,No,BTM,QuickBites,FastFood,400.0
Lucknowiz,Yes,No,Koramangala1stBlock,QuickBites,LucknowiChinese,500.0
RollsMania,Yes,No,Koramangala6thBlock,QuickBites,FastFoodRolls,450.0
BarbequeStation,Yes,No,Koramangala7thBlock,CasualDining,NorthIndianChineseBBQ,700.0
SweetChariot,Yes,No,Koramangala7thBlock,BakeryDessertParlor,BakeryFastFood,500.0
CupcakeBliss,Yes,No,HSR,Delivery,Bakery,250.0
HSRSLVFastFood,Yes,No,HSR,QuickBites,SouthIndianFastFood,200.0
TheWafflesHut,Yes,No,HSR,DessertParlor,Desserts,400.0
Gam'sDelicacy,Yes,Yes,Koramangala7thBlock,CasualDining,NorthIndianChineseAssamese,800.0
IndianParathaFactory,Yes,No,BTM,QuickBites,NorthIndian,250.0
AligarhHouse,Yes,No,Koramangala,Delivery,NorthIndianBiryaniAwadhiMughlai,400.0
Domino'sPizza,Yes,No,Bommanahalli,QuickBites,PizzaFastFood,800.0
GoItalia,Yes,No,Koramangala6thBlock,CasualDining,ItalianPizzaFastFoodSalad,750.0
Waikiki740,Yes,No,Koramangala6thBlock,,Parsi,400.0
Southinn,Yes,No,HSR,QuickBites,SouthIndianFastFoodChineseNorthIndianStreetFood,250.0
JuiceJunction,Yes,No,HSR,BeverageShop,JuicesFastFood,200.0
Ulavacharu,Yes,Yes,Koramangala5thBlock,CasualDining,AndhraNorthIndianChinese,900.0
Fattoush,Yes,No,BTM,CasualDining,ArabianMughlaiBiryaniNorthIndianChineseSeafood,900.0
GheeBiryaniHouse,Yes,No,BTM,QuickBites,NorthIndianBiryaniChineseArabian,400.0
EggFactor-StreetHouse,Yes,No,HSR,Kiosk,FastFood,200.0
SmokedeBurger,Yes,No,Koramangala5thBlock,QuickBites,FastFood,300.0
FlavoursHut,Yes,No,HSR,CasualDining,KeralaNorthIndianChineseSeafood,550.0
WorldInABowl,Yes,No,Koramangala7thBlock,Delivery,ContinentalNorthIndianDessertsBeverages,600.0
BlueTokaiCoffeeRoasters,Yes,No,Koramangala8thBlock,Cafe,CafeCoffee,400.0
SriGurudevDarshini,Yes,No,HSR,QuickBites,SouthIndian,150.0
BeijingBites,Yes,No,BTM,CasualDining,ChineseThai,850.0
TrioDosaConnect,Yes,No,HSR,QuickBites,SouthIndianBeverages,300.0
TheParathaCompany,Yes,No,Koramangala4thBlock,Delivery,NorthIndian,400.0
FrozenBottle,Yes,No,HSR,BeverageShop,BeveragesDessertsIceCream,400.0
MangalaHotel,Yes,No,Koramangala1stBlock,QuickBites,KeralaChineseNorthIndian,300.0
MomoBlues,Yes,No,Koramangala5thBlock,QuickBites,ChineseMomosNepaleseTibetan,200.0
PurnabramhaMaharashtrianRestaurant,Yes,No,HSR,CasualDining,Maharashtrian,850.0
TasteofAssam,Yes,No,Koramangala4thBlock,QuickBites,AssameseNorthIndianChinese,400.0
NadanThattukada,Yes,No,BTM,QuickBites,KeralaChinese,200.0
JuiceJunction,Yes,No,Koramangala5thBlock,BeverageShopQuickBites,JuicesFastFood,150.0
Shanmukha,Yes,No,HSR,CasualDining,BiryaniAndhraNorthIndianChinese,800.0
RajeshRestaurant,Yes,Yes,HSR,CasualDining,NorthIndianChineseSouthIndianContinental,700.0
ForeignCafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Yes,No,Koramangala7thBlock,Delivery,Continental,500.0
AkshayaBarAndRestaurant,Yes,No,Koramangala1stBlock,CasualDiningBar,NorthIndianSouthIndianChineseFastFood,600.0
OvenstoryPizza,Yes,No,BTM,Delivery,Pizza,750.0
HotelParampare,Yes,No,Koramangala7thBlock,CasualDining,NorthIndianMughlaiBiryani,600.0
KosheKosha,Yes,No,Koramangala1stBlock,CasualDining,BengaliSeafood,600.0
VillageKitchen,Yes,No,HSR,QuickBites,SouthIndianKeralaChinese,250.0
Petoo,Yes,No,Koramangala4thBlock,QuickBites,NorthIndianSouthIndian,300.0
ChaiPoint,Yes,No,HosurRoad,BeverageShopQuickBites,TeaBeveragesFastFood,250.0
BodyTemple,Yes,No,BTM,QuickBites,HealthyFood,500.0
AmburStarBriyani,Yes,No,HSR,QuickBites,BiryaniKebab,500.0
GoldenChina,Yes,No,Koramangala1stBlock,QuickBites,Chinese,300.0
AbhiruchiHotel,Yes,No,BTM,CasualDining,AndhraBiryaniChineseNorthIndianSeafoodSouthIndian,600.0
ChaiMakhani,Yes,No,Koramangala5thBlock,BeverageShop,BeveragesTea,100.0
Nawab-E-Khana,Yes,No,BTM,QuickBites,NorthIndianBiryani,500.0
Mr.Meetharam,Yes,No,HSR,,MithaiStreetFood,150.0
TheWokShop,Yes,No,Koramangala1stBlock,QuickBites,AsianChineseMomosFastFoodIndonesianKorean,500.0
MaaDiHatti,Yes,No,Koramangala1stBlock,QuickBites,NorthIndian,500.0
Bakingo,Yes,No,Koramangala1stBlock,Bakery,BakeryDesserts,500.0
SriSapanaDhaba,Yes,No,BTM,QuickBites,NorthIndian,250.0
Zeeshan,Yes,No,Koramangala7thBlock,CasualDining,NorthIndianKebabBiryaniRolls,700.0
SevenAteNine,Yes,No,HSR,CasualDining,NorthIndianSteakSouthIndian,700.0
PatialaHighway,Yes,No,Koramangala6thBlock,CasualDining,NorthIndian,500.0
HattiKaapi,Yes,No,Koramangala5thBlock,QuickBites,SouthIndianBeverages,200.0
WorldOfAsia,Yes,No,BTM,QuickBites,Asian,300.0
EmpireRestaurant,Yes,No,BTM,TakeawayDelivery,KeralaSeafoodSouthIndianChineseNorthIndianCharcoalChickenBeverages,400.0
MeatAndEat,Yes,No,Koramangala7thBlock,QuickBites,FastFoodBurger,500.0
AshaSweetsCentre,Yes,No,JPNagar,DessertParlor,MithaiStreetFood,250.0
JuiceJunction,Yes,No,Koramangala5thBlock,BeverageShopQuickBites,JuicesFastFoodSouthIndianChinese,150.0
Mynutrikitchen,Yes,No,HSR,Delivery,NorthIndianHealthyFood,300.0
ChapatiHouse,Yes,No,Ejipura,QuickBites,NorthIndian,300.0
EasyBites,Yes,No,BTM,TakeawayDelivery,FastFoodSandwich,300.0
ShreeDurgambaJuiceCentre,Yes,No,Koramangala8thBlock,BeverageShop,Beverages,200.0
InnerChef,Yes,No,Koramangala7thBlock,Delivery,NorthIndianContinental,500.0
Smoor,Yes,No,Koramangala7thBlock,DessertParlor,DessertsBeverages,900.0
ParikaMulticuisine&CoastalFineDine,Yes,Yes,HSR,CasualDining,MangaloreanSeafoodNorthIndianChinese,1000.0
Foody'sLand,Yes,No,Koramangala4thBlock,QuickBites,FastFood,300.0
Al-Bek,Yes,No,BTM,TakeawayDelivery,BiryaniNorthIndianCharcoalChickenChineseSeafoodRolls,450.0
TheRendezvous,Yes,No,Koramangala4thBlock,CasualDining,ContinentalSteakChineseSaladDessertsSeafoodItalian,800.0
Speedbreaker,Yes,No,BTM,QuickBites,NorthIndian,300.0
BiryaniPot,Yes,No,BTM,CasualDining,Biryani,500.0
HotelTom'sRestaurant,Yes,No,Koramangala6thBlock,CasualDining,MangaloreanSeafoodChineseNorthIndian,1000.0
Grapevine,Yes,Yes,HSR,Cafe,CafeContinentalItalianBeveragesMediterranean,1200.0
YumYumSouth,Yes,No,Koramangala7thBlock,Delivery,SouthIndian,600.0
NewTastyCafeteria,Yes,No,BTM,QuickBites,NorthIndianChineseArabianRollsJuices,500.0
KKRFoodies,Yes,No,BTM,CasualDining,BiryaniChineseFastFoodNorthIndian,400.0
SagarFastFood,Yes,No,Koramangala3rdBlock,QuickBites,SouthIndianNorthIndianFastFood,300.0
CafeTerra,Yes,No,Koramangala1stBlock,Cafe,CafeContinental,700.0
PaaniKumChai,Yes,No,HSR,BeverageShop,TeaBeverages,100.0
SukhSagar,Yes,No,Koramangala5thBlock,CasualDining,SouthIndianNorthIndianChineseStreetFood,500.0
Birinz,Yes,No,HSR,CasualDining,BiryaniKebabFastFood,400.0
KababGhar,Yes,No,BTM,,BiryaniNorthIndianKebab,600.0
ShudhDesiKhana,Yes,No,Koramangala1stBlock,QuickBites,NorthIndianChinese,200.0
SulemaniChichas,Yes,No,Koramangala5thBlock,TakeawayDelivery,BiryaniHyderabadiKebab,400.0
NammaBiriyani,Yes,No,Koramangala5thBlock,QuickBites,BiryaniChineseNorthIndian,250.0
IceCafe&LassiShop,Yes,No,BTM,BeverageShop,BeveragesJuices,100.0
TheCakeLair,Yes,No,BTM,QuickBites,BakeryFastFoodBeverages,600.0
ShanthiSagar,Yes,No,Koramangala6thBlock,QuickBites,SouthIndian,250.0
MaaDurgaFastFood,Yes,No,Koramangala8thBlock,QuickBites,NorthIndianFastFood,300.0
Foody'sLane,Yes,No,Koramangala4thBlock,QuickBites,NorthIndianChinese,450.0
SpicyKitchen,Yes,No,HSR,QuickBites,AndhraNorthIndian,500.0
XpressDhaba,Yes,No,Koramangala1stBlock,QuickBites,NorthIndian,400.0
OliverWraps,Yes,No,HSR,TakeawayDelivery,RollsFastFood,300.0
MaaBhookLagi,Yes,No,Koramangala4thBlock,TakeawayDelivery,NorthIndian,400.0
30Square,Yes,No,Koramangala5thBlock,QuickBites,TibetanNepaleseMomos,400.0
Fillers,Yes,No,BTM,QuickBites,NorthIndianFastFood,300.0
Punjabites,Yes,No,BTM,TakeawayDelivery,NorthIndianCharcoalChicken,400.0
CreamChemistry,Yes,No,Koramangala5thBlock,DessertParlor,IceCreamDesserts,500.0
LittleKitchen,Yes,No,Koramangala1stBlock,QuickBites,SaladBiryaniChineseNorthIndianKeralaDessertsSeafoodSouthIndian,400.0
KnightRyders,Yes,No,BTM,Delivery,NorthIndianChinese,400.0
HotelDineCity,Yes,No,HSR,CasualDining,NorthIndianSouthIndianChineseArabian,800.0
FaloodaCafe,Yes,No,BTM,QuickBites,BeveragesDesserts,200.0
PulpJuiceBar,Yes,No,HSR,BeverageShop,BeveragesJuicesIceCream,150.0
ParathaDarbar,Yes,No,Koramangala1stBlock,QuickBites,NorthIndian,400.0
ChefBaker's,Yes,No,HSR,BakeryCafe,ContinentalCafeDessertsItalianBakery,600.0
KaatiZone,Yes,No,Koramangala6thBlock,QuickBites,FastFoodBiryaniRolls,350.0
JustShawarma,Yes,No,Koramangala5thBlock,QuickBites,Arabian,300.0
VillageDonneBiryani,Yes,No,Koramangala5thBlock,QuickBites,Biryani,300.0
MRA,Yes,No,HSR,TakeawayDelivery,Bakery,200.0
SwathiRestaurant,Yes,No,HSR,TakeawayDelivery,AndhraNorthIndianChinese,400.0
CKosilaKitchen,Yes,No,Ejipura,QuickBites,NorthIndian,300.0
CoffeeTea&More,Yes,No,Koramangala5thBlock,QuickBites,BeveragesSandwich,150.0
Ibaco,Yes,No,HSR,DessertParlor,Desserts,300.0
MomoTime,Yes,No,HSR,QuickBites,MomosChinese,300.0
HouseStarkCafe,Yes,No,HSR,Cafe,CafeDessertsFastFoodBurger,300.0
Dosalicious,Yes,No,Koramangala6thBlock,QuickBites,SouthIndian,150.0
BawarchiBiryani,Yes,No,Koramangala6thBlock,QuickBites,BiryaniSouthIndian,350.0
MeghanaFoods,Yes,No,Koramangala5thBlock,CasualDining,BiryaniSeafoodAndhraNorthIndian,600.0
TerraBites,Yes,No,Koramangala4thBlock,CafeCasualDining,CafeItalianContinental,700.0
WhiteElefanCoffeeandSnackBar,Yes,No,Koramangala6thBlock,QuickBites,CoffeeFastFoodChineseBeverages,550.0
TheTandooriChai,Yes,No,HSR,QuickBites,NorthIndianFastFoodStreetFoodBeverages,400.0
Mangala'sTeaTimeCafe,Yes,No,Koramangala1stBlock,QuickBites,TeaFastFood,150.0
TeaTrails,Yes,No,HSR,CasualDining,NorthIndianTeaFastFood,600.0
GrandGowdruHotel,Yes,No,Koramangala6thBlock,CasualDining,SouthIndianNorthIndianChinese,700.0
HighnHungry,Yes,No,BTM,Delivery,NorthIndianSouthIndianChineseFastFood,700.0
CaffePascucci,Yes,Yes,HSR,Cafe,CafeContinentalPizzaItalianBeverages,950.0
YummyBiryani,Yes,No,Koramangala7thBlock,QuickBites,Biryani,200.0
KarachiBakery,Yes,No,Koramangala5thBlock,Bakery,BakeryDesserts,400.0
Bonumcibum,Yes,No,HSR,CasualDining,LebaneseTurkish,1200.0
ZeroMilePunjab,Yes,Yes,HSR,CasualDining,NorthIndianMughlai,800.0
TandoorMerchant,Yes,No,BTM,TakeawayDelivery,NorthIndianChineseFastFood,500.0
ParathaPlaza,Yes,No,BTM,QuickBites,NorthIndianChinese,300.0
SriGaneshFruitJuiceCentre,Yes,No,Koramangala6thBlock,BeverageShop,JuicesBeverages,100.0
Anika'sIndiaKitchen,Yes,No,HSR,Delivery,BiryaniNorthIndian,250.0
GulpThePulp,Yes,No,Koramangala4thBlock,Delivery,BeveragesJuicesHealthyFood,200.0
GoldenRestaurant,Yes,Yes,HSR,CasualDining,NorthIndianMughlai,750.0
ParisarVegRestaurant,Yes,No,Bommanahalli,CasualDining,ChineseNorthIndianSouthIndian,400.0
LassiMagic,Yes,No,HSR,BeverageShop,BeveragesIceCream,200.0
KwalityCakesNBakes,Yes,No,HSR,Bakery,BakeryDesserts,350.0
NightBiryani,Yes,No,BTM,TakeawayDelivery,BiryaniNorthIndian,600.0
SreeKrishnaKafe,Yes,No,Koramangala5thBlock,QuickBites,SouthIndian,200.0
ShreeKhanaKhazana,Yes,No,HSR,CasualDining,NorthIndianChinese,450.0
TanuDi'sKitchen,Yes,No,Koramangala1stBlock,QuickBites,NorthIndianSouthIndianBengali,350.0
KababMagic,Yes,No,Jayanagar,QuickBites,NorthIndianKebabFastFood,500.0
Kaaram,Yes,No,Koramangala6thBlock,CasualDining,AndhraBiryani,500.0
Jose'sMess,No,No,BTM,Mess,KeralaSouthIndianBiryani,300.0
Juice99,Yes,No,BTM,QuickBites,Beverages,150.0
AmmusHotNCool,Yes,No,BTM,QuickBites,NorthIndianChinese,300.0
CaneCrussh,Yes,No,BTM,BeverageShop,Juices,100.0
Cakes&Candles,Yes,No,Koramangala5thBlock,BakeryDessertParlor,BakeryDesserts,300.0
Reddy'sRestaurant,Yes,No,HSR,CasualDining,AndhraBiryaniSouthIndianChinese,500.0
NewGonguraGrand,Yes,No,HSR,CasualDining,AndhraBiryaniNorthIndianChinese,550.0
KadalDaMeen,Yes,No,HSR,CasualDining,BiryaniSeafood,900.0
AndhraBhojanam,Yes,No,BTM,TakeawayDelivery,AndhraBiryaniNorthIndian,600.0
SmoothieHub,Yes,No,BTM,BeverageShop,BeveragesSandwich,100.0
99VarietyDosaandPavBhaji,Yes,No,HSR,QuickBites,SouthIndianNorthIndianStreetFood,250.0
Popsies,Yes,No,Koramangala5thBlock,CasualDining,ChineseMomos,550.0
JustBake,Yes,No,Koramangala5thBlock,Bakery,BakeryDesserts,400.0
BaskinRobbins,Yes,No,HSR,DessertParlor,IceCreamDesserts,250.0
ShreeSaraswathiSweetsCentre,Yes,No,Koramangala1stBlock,SweetShop,MithaiStreetFood,100.0
MalabarMandra,Yes,No,Koramangala1stBlock,CasualDining,KeralaChinese,700.0
RajRasoi,Yes,No,Ejipura,QuickBites,NorthIndianChinese,250.0
OMGBiriyani,Yes,No,BTM,QuickBites,BiryaniAndhraChinese,600.0
KaramaRestaurant,Yes,No,BTM,TakeawayDelivery,Arabian,400.0
Mayur,Yes,Yes,HosurRoad,CasualDining,NorthIndianSouthIndianChinese,500.0
Beginwithus....TeaTimeCafe,Yes,No,Koramangala7thBlock,BeverageShop,BeveragesTea,300.0
ThirdWaveCoffeeRoasters,Yes,No,HSR,Cafe,CafeContinental,800.0
INDULGEbyInnerChef,Yes,No,Koramangala7thBlock,Bakery,DessertsBakery,400.0
ChaskaBun,Yes,No,Koramangala5thBlock,QuickBites,FastFood,300.0
DreamsCafe-AllDayEnglishFoodSt.,Yes,No,Koramangala1stBlock,Cafe,CafeContinentalBurger,600.0
MecafFamilyRestaurant,Yes,No,BTM,CasualDining,NorthIndianChineseFastFoodRollsBeverages,600.0
RoyalCalcuttaRestaurant,Yes,No,HSR,Delivery,BengaliNorthIndianChinese,400.0
AshaTiffins,Yes,No,HSR,QuickBites,SouthIndian,150.0
Mani'sDumBiryani,Yes,No,Koramangala1stBlock,CasualDining,BiryaniKebab,750.0
Pingara,Yes,No,Koramangala1stBlock,CasualDining,NorthIndianChineseMangalorean,550.0
CalicutDurbar,Yes,No,Koramangala7thBlock,QuickBites,ArabianNorthIndian,500.0
LassiPlaza,Yes,No,HSR,QuickBites,DessertsBeverages,100.0
KorCafe,Yes,No,Koramangala1stBlock,QuickBites,Kerala,300.0
HOTELVKM,Yes,No,BTM,QuickBites,SouthIndian,300.0
SamosaExpress,Yes,No,BTM,QuickBites,StreetFood,150.0
LordofCombos,Yes,No,HSR,Delivery,NorthIndian,500.0
HyderabadBiryaaniHouse,Yes,No,Koramangala5thBlock,CasualDining,BiryaniNorthIndianChineseHyderabadi,750.0
GyaniDaPunjabiDhaba,Yes,No,BTM,QuickBites,NorthIndianChinese,500.0
NorthIndianTadka,Yes,No,Ejipura,QuickBites,ChineseNorthIndian,200.0
RefillsEateryAndBeverages,Yes,No,BTM,Delivery,NorthIndianSouthIndianChinese,450.0
KingPunjabiRestaurant,No,No,BTM,QuickBites,NorthIndian,300.0
OreganoPizzeria,Yes,No,Koramangala4thBlock,Cafe,CafeItalianPizza,450.0
OotyChocolates,Yes,No,Koramangala4thBlock,DessertParlor,Desserts,300.0
HotelGodavari,Yes,No,BTM,CasualDining,AndhraChineseNorthIndianBiryani,500.0
Tharavadu,Yes,No,HSR,QuickBites,ChineseNorthIndianKerala,400.0
Onesta,Yes,Yes,Koramangala4thBlock,CasualDiningCafe,PizzaCafeItalian,600.0
Havmor,Yes,No,Jayanagar,DessertParlor,IceCreamDesserts,200.0
AfghaniTandooriHub,Yes,No,BTM,QuickBites,ArabianAfghan,400.0
NoodlePanda,Yes,No,Koramangala5thBlock,CasualDining,ChineseIndonesianJapaneseMalaysianThaiVietnameseMomos,800.0
BiryaniPalace,Yes,No,HSR,QuickBites,BiryaniHyderabadiChinese,600.0
ThottathilRestaurant,No,No,BTM,QuickBites,KeralaSouthIndianBiryani,300.0
BhojohoriManna,Yes,No,Koramangala6thBlock,CasualDining,BengaliMughlai,650.0
Kulfisthan,Yes,No,HSR,DessertParlor,IceCream,150.0
SzechuanDragon,Yes,No,HSR,Delivery,ChineseThaiMomos,600.0
UBQbyBarbequeNation,Yes,No,Koramangala1stBlock,Delivery,NorthIndianBBQBiryaniKebab,450.0
AubreeLeChocolatier,Yes,No,Koramangala6thBlock,DessertParlor,Desserts,300.0
Mealer.in,Yes,No,Koramangala4thBlock,Delivery,NorthIndianBiryani,450.0
JuiceJunctionFoodCourt,Yes,No,Koramangala6thBlock,BeverageShopQuickBites,BeveragesJuicesFastFood,250.0
NewMangaloreLunchHome,Yes,No,Koramangala1stBlock,QuickBites,MangaloreanChineseNorthIndian,300.0
CrunchPizzas,Yes,No,HSR,Delivery,ItalianPizza,600.0
BrowniePoints,Yes,No,Koramangala4thBlock,Bakery,BakeryDesserts,300.0
TheChaiStop,Yes,No,Koramangala5thBlock,QuickBites,FastFoodTea,200.0
UstaadBiryani,Yes,No,HSR,Delivery,Biryani,500.0
SoupStation,Yes,No,ITPLMainRoadWhitefield,QuickBites,Continental,250.0
LassiCorner,Yes,No,Koramangala5thBlock,BeverageShop,BeveragesDesserts,300.0
BiryaniMandra,Yes,No,Koramangala1stBlock,TakeawayDelivery,SeafoodSaladNorthIndianBiryaniChinese,500.0
LucknowiDabba,Yes,No,Koramangala1stBlock,Delivery,MughlaiChineseNorthIndian,300.0
MeltingMelodies,Yes,No,Koramangala1stBlock,Bakery,BakeryDesserts,600.0
CallACake,Yes,No,BTM,Delivery,Bakery,500.0
QubeCafe,Yes,No,Koramangala4thBlock,Cafe,CafeDesserts,700.0
RangDeBasanthi,Yes,No,Koramangala4thBlock,QuickBites,NorthIndianSouthIndianChinese,400.0
TheBurgerPlace,Yes,No,Koramangala1stBlock,QuickBites,BurgerContinentalFastFood,400.0
LittleLucknow,Yes,Yes,Koramangala5thBlock,CasualDining,MughlaiNorthIndian,800.0
OdissiRestaurant,Yes,No,BTM,CasualDining,OriyaBengali,500.0
DabbaGosht,Yes,No,BTM,TakeawayDelivery,ArabianMiddleEastern,400.0
Calvin's,Yes,No,HSR,DessertParlorQuickBites,Desserts,800.0
GrannyzHut,Yes,No,HSR,QuickBites,BengaliNorthIndian,350.0
TheBeerCafe,Yes,Yes,Koramangala4thBlock,Pub,FingerFoodChineseItalianBurger,1300.0
AtticLounge,Yes,Yes,Koramangala4thBlock,Cafe,Cafe,700.0
EaglesPizza,Yes,No,Koramangala7thBlock,CasualDining,PizzaItalian,400.0
ShakeTheShake,Yes,No,BTM,BeverageShop,Juices,200.0
BistroClaytopia,Yes,Yes,Koramangala1stBlock,Cafe,CafeAmericanItalianBurger,600.0
HealthyParathawala,Yes,No,BTM,QuickBites,NorthIndian,200.0
Delicacy,Yes,No,Koramangala4thBlock,CasualDining,ChineseThaiMomos,500.0
FlavourofHimalaya,Yes,No,Koramangala5thBlock,QuickBites,Asian,500.0
ChilldMonk,Yes,No,BTM,DessertParlor,DessertsIceCream,250.0
